,,,,,Gecode,Chuffed,Gurobi,Cplex
3,2,input_order,indomain_split_random,time,60.0,100.0,110.0,110.0
3,2,input_order,outdomain_max,time,60.0,100.0,110.0,110.0
3,2,input_order,outdomain_median,time,60.0,100.0,110.0,110.0
3,2,input_order,outdomain_min,time,60.0,100.0,110.0,110.0
3,2,input_order,outdomain_random,time,60.0,100.0,110.0,120.0
3,2,largest,indomain,time,70.0,160.0,110.0,120.0
3,2,largest,indomain_interval,time,60.0,170.0,110.0,120.0
3,2,largest,indomain_max,time,70.0,140.0,110.0,110.0
3,2,largest,indomain_min,time,70.0,160.0,110.0,110.0
3,2,largest,indomain_reverse_split,time,70.0,150.0,110.0,110.0
3,2,largest,indomain_split,time,70.0,210.0,110.0,110.0
3,2,largest,indomain_split_random,time,70.0,160.0,110.0,110.0
3,2,largest,outdomain_max,time,70.0,160.0,110.0,110.0
3,2,largest,outdomain_median,time,70.0,160.0,110.0,110.0
3,2,largest,outdomain_min,time,70.0,160.0,110.0,120.0
3,2,largest,outdomain_random,time,70.0,160.0,110.0,120.0
3,2,max_regret,indomain,time,60.0,100.0,110.0,120.0
3,2,max_regret,indomain_interval,time,60.0,100.0,110.0,140.0
3,2,max_regret,indomain_max,time,70.0,100.0,110.0,120.0
3,2,max_regret,indomain_min,time,60.0,100.0,110.0,140.0
3,2,max_regret,indomain_reverse_split,time,60.0,110.0,110.0,120.0
3,2,max_regret,indomain_split,time,60.0,120.0,110.0,130.0
3,2,max_regret,indomain_split_random,time,60.0,100.0,110.0,140.0
3,2,max_regret,outdomain_max,time,60.0,100.0,110.0,120.0
3,2,max_regret,outdomain_median,time,60.0,100.0,110.0,120.0
3,2,max_regret,outdomain_min,time,60.0,100.0,110.0,110.0
3,2,max_regret,outdomain_random,time,60.0,100.0,110.0,110.0
3,2,most_constrained,indomain,time,60.0,160.0,110.0,110.0
3,2,most_constrained,indomain_interval,time,60.0,160.0,110.0,110.0
3,2,most_constrained,indomain_max,time,60.0,210.0,110.0,110.0
3,2,most_constrained,indomain_min,time,60.0,160.0,110.0,110.0
3,2,most_constrained,indomain_reverse_split,time,60.0,240.0,110.0,110.0
3,2,most_constrained,indomain_split,time,60.0,190.0,110.0,110.0
3,2,most_constrained,indomain_split_random,time,70.0,160.0,110.0,110.0
3,2,most_constrained,outdomain_max,time,60.0,160.0,110.0,110.0
3,2,most_constrained,outdomain_median,time,60.0,160.0,110.0,110.0
3,2,most_constrained,outdomain_min,time,60.0,160.0,110.0,110.0
3,2,most_constrained,outdomain_random,time,60.0,160.0,110.0,110.0
3,2,occurrence,indomain,time,60.0,150.0,110.0,110.0
3,2,occurrence,indomain_interval,time,60.0,150.0,110.0,110.0
3,2,occurrence,indomain_max,time,70.0,170.0,110.0,110.0
3,2,occurrence,indomain_min,time,60.0,140.0,110.0,110.0
3,2,occurrence,indomain_reverse_split,time,60.0,180.0,110.0,110.0
3,2,occurrence,indomain_split,time,60.0,160.0,110.0,110.0
3,2,occurrence,indomain_split_random,time,60.0,140.0,110.0,110.0
3,2,occurrence,outdomain_max,time,60.0,140.0,110.0,110.0
3,2,occurrence,outdomain_median,time,60.0,140.0,120.0,110.0
3,2,occurrence,outdomain_min,time,60.0,150.0,120.0,110.0
3,2,occurrence,outdomain_random,time,60.0,150.0,120.0,110.0
3,2,smallest,indomain,time,60.0,100.0,120.0,110.0
3,2,smallest,indomain_interval,time,60.0,100.0,110.0,110.0
3,2,smallest,indomain_max,time,60.0,110.0,110.0,110.0
3,2,smallest,indomain_min,time,60.0,100.0,110.0,110.0
3,2,smallest,indomain_reverse_split,time,60.0,220.0,110.0,120.0
3,2,smallest,indomain_split,time,60.0,110.0,110.0,110.0
3,2,smallest,indomain_split_random,time,60.0,100.0,110.0,120.0
3,2,smallest,outdomain_max,time,60.0,100.0,110.0,110.0
3,2,smallest,outdomain_median,time,60.0,100.0,110.0,110.0
3,2,smallest,outdomain_min,time,60.0,100.0,110.0,120.0
3,2,smallest,outdomain_random,time,60.0,100.0,110.0,120.0
3,3,anti_first_fail,indomain,time,60.0,120.0,120.0,130.0
3,3,anti_first_fail,indomain_interval,time,60.0,110.0,120.0,130.0
3,3,anti_first_fail,indomain_max,time,130.0,510.0,120.0,130.0
3,3,anti_first_fail,indomain_min,time,80.0,120.0,120.0,130.0
3,3,anti_first_fail,indomain_reverse_split,time,80.0,800.0,120.0,130.0
3,3,anti_first_fail,indomain_split,time,60.0,90.0,120.0,130.0
3,3,anti_first_fail,indomain_split_random,time,80.0,120.0,120.0,130.0
3,3,anti_first_fail,outdomain_max,time,80.0,120.0,120.0,130.0
3,3,anti_first_fail,outdomain_median,time,80.0,120.0,120.0,130.0
3,3,anti_first_fail,outdomain_min,time,80.0,120.0,120.0,130.0
3,3,anti_first_fail,outdomain_random,time,80.0,120.0,120.0,130.0
3,3,dom_w_deg,indomain,time,60.0,140.0,120.0,130.0
3,3,dom_w_deg,indomain_interval,time,60.0,150.0,120.0,130.0
3,3,dom_w_deg,indomain_max,time,140.0,250.0,120.0,130.0
3,3,dom_w_deg,indomain_min,time,60.0,150.0,120.0,130.0
3,3,dom_w_deg,indomain_reverse_split,time,130.0,430.0,120.0,130.0
3,3,dom_w_deg,indomain_split,time,60.0,180.0,120.0,130.0
3,3,dom_w_deg,indomain_split_random,time,60.0,150.0,120.0,130.0
3,3,dom_w_deg,outdomain_max,time,60.0,140.0,120.0,130.0
3,3,dom_w_deg,outdomain_median,time,70.0,150.0,120.0,130.0
3,3,dom_w_deg,outdomain_min,time,70.0,150.0,120.0,130.0
3,3,dom_w_deg,outdomain_random,time,60.0,140.0,120.0,130.0
3,3,first_fail,indomain,time,60.0,200.0,120.0,130.0
3,3,first_fail,indomain_interval,time,60.0,200.0,120.0,130.0
3,3,first_fail,indomain_max,time,70.0,490.0,120.0,130.0
3,3,first_fail,indomain_min,time,60.0,190.0,120.0,130.0
3,3,first_fail,indomain_reverse_split,time,70.0,650.0,120.0,130.0
3,3,first_fail,indomain_split,time,60.0,240.0,120.0,130.0
3,3,first_fail,indomain_split_random,time,60.0,200.0,120.0,130.0
3,3,first_fail,outdomain_max,time,60.0,200.0,120.0,130.0
3,3,first_fail,outdomain_median,time,60.0,200.0,120.0,130.0
3,3,first_fail,outdomain_min,time,60.0,200.0,120.0,130.0
3,3,first_fail,outdomain_random,time,60.0,200.0,120.0,130.0
3,3,impact,indomain,time,60.0,150.0,120.0,130.0
3,3,impact,indomain_interval,time,60.0,150.0,120.0,130.0
3,3,impact,indomain_max,time,90.0,230.0,120.0,130.0
3,3,impact,indomain_min,time,60.0,140.0,120.0,130.0
3,3,impact,indomain_reverse_split,time,90.0,410.0,120.0,130.0
3,3,impact,indomain_split,time,60.0,180.0,120.0,130.0
3,3,impact,indomain_split_random,time,60.0,140.0,120.0,130.0
3,3,impact,outdomain_max,time,60.0,150.0,120.0,130.0
3,3,impact,outdomain_median,time,60.0,150.0,120.0,130.0
3,3,impact,outdomain_min,time,60.0,150.0,120.0,130.0
3,3,impact,outdomain_random,time,60.0,140.0,120.0,130.0
3,3,input_order,indomain,time,60.0,150.0,120.0,130.0
3,3,input_order,indomain_interval,time,60.0,150.0,120.0,130.0
3,3,input_order,indomain_max,time,90.0,240.0,120.0,130.0
3,3,input_order,indomain_min,time,60.0,150.0,120.0,130.0
3,3,input_order,indomain_reverse_split,time,90.0,420.0,120.0,130.0
3,3,input_order,indomain_split,time,60.0,180.0,120.0,130.0
3,3,input_order,indomain_split_random,time,60.0,150.0,120.0,130.0
3,3,input_order,outdomain_max,time,60.0,150.0,120.0,130.0
3,3,input_order,outdomain_median,time,60.0,150.0,120.0,130.0
3,3,input_order,outdomain_min,time,60.0,140.0,120.0,130.0
3,3,input_order,outdomain_random,time,60.0,140.0,120.0,130.0
3,3,largest,indomain,time,60.0,130.0,120.0,130.0
3,3,largest,indomain_interval,time,60.0,120.0,120.0,130.0
3,3,largest,indomain_max,time,130.0,870.0,120.0,130.0
3,3,largest,indomain_min,time,90.0,120.0,120.0,130.0
3,3,largest,indomain_reverse_split,time,90.0,890.0,120.0,130.0
3,3,largest,indomain_split,time,60.0,110.0,120.0,130.0
3,3,largest,indomain_split_random,time,80.0,120.0,120.0,130.0
3,3,largest,outdomain_max,time,80.0,130.0,120.0,130.0
3,3,largest,outdomain_median,time,90.0,120.0,120.0,130.0
3,3,largest,outdomain_min,time,80.0,130.0,120.0,130.0
3,3,largest,outdomain_random,time,90.0,130.0,120.0,130.0
3,3,max_regret,indomain,time,60.0,150.0,120.0,130.0
3,3,max_regret,indomain_interval,time,60.0,150.0,120.0,130.0
3,3,max_regret,indomain_max,time,90.0,240.0,120.0,130.0
3,3,max_regret,indomain_min,time,60.0,150.0,120.0,130.0
3,3,max_regret,indomain_reverse_split,time,80.0,420.0,120.0,130.0
3,3,max_regret,indomain_split,time,60.0,180.0,120.0,130.0
3,3,max_regret,indomain_split_random,time,60.0,150.0,120.0,130.0
3,3,max_regret,outdomain_max,time,60.0,140.0,120.0,130.0
3,3,max_regret,outdomain_median,time,70.0,150.0,120.0,130.0
3,3,max_regret,outdomain_min,time,60.0,150.0,120.0,140.0
3,3,max_regret,outdomain_random,time,70.0,150.0,120.0,130.0
3,3,most_constrained,indomain,time,60.0,200.0,120.0,130.0
3,3,most_constrained,indomain_interval,time,60.0,200.0,120.0,130.0
3,3,most_constrained,indomain_max,time,70.0,460.0,120.0,130.0
3,3,most_constrained,indomain_min,time,60.0,200.0,120.0,130.0
3,3,most_constrained,indomain_reverse_split,time,70.0,650.0,120.0,130.0
3,3,most_constrained,indomain_split,time,60.0,240.0,120.0,130.0
3,3,most_constrained,indomain_split_random,time,60.0,200.0,120.0,130.0
3,3,most_constrained,outdomain_max,time,60.0,200.0,120.0,130.0
3,3,most_constrained,outdomain_median,time,60.0,200.0,120.0,130.0
3,3,most_constrained,outdomain_min,time,60.0,200.0,120.0,130.0
3,3,most_constrained,outdomain_random,time,60.0,200.0,120.0,130.0
3,3,occurrence,indomain,time,60.0,170.0,120.0,130.0
3,3,occurrence,indomain_interval,time,60.0,170.0,120.0,130.0
3,3,occurrence,indomain_max,time,90.0,330.0,120.0,130.0
3,3,occurrence,indomain_min,time,60.0,170.0,120.0,130.0
3,3,occurrence,indomain_reverse_split,time,80.0,620.0,120.0,130.0
3,3,occurrence,indomain_split,time,60.0,200.0,130.0,130.0
3,3,occurrence,indomain_split_random,time,60.0,170.0,120.0,130.0
3,3,occurrence,outdomain_max,time,60.0,170.0,120.0,130.0
3,3,occurrence,outdomain_median,time,60.0,170.0,120.0,130.0
3,3,occurrence,outdomain_min,time,70.0,160.0,130.0,130.0
3,3,occurrence,outdomain_random,time,70.0,170.0,120.0,130.0
3,3,smallest,indomain,time,60.0,80.0,120.0,130.0
3,3,smallest,indomain_interval,time,60.0,80.0,120.0,130.0
3,3,smallest,indomain_max,time,100.0,230.0,120.0,130.0
3,3,smallest,indomain_min,time,60.0,80.0,120.0,130.0
3,3,smallest,indomain_reverse_split,time,100.0,220.0,120.0,130.0
3,3,smallest,indomain_split,time,60.0,90.0,120.0,130.0
3,3,smallest,indomain_split_random,time,60.0,80.0,120.0,130.0
3,3,smallest,outdomain_max,time,60.0,80.0,120.0,130.0
3,3,smallest,outdomain_median,time,60.0,80.0,120.0,130.0
3,3,smallest,outdomain_min,time,60.0,80.0,120.0,130.0
3,3,smallest,outdomain_random,time,60.0,80.0,120.0,130.0
